GCJ2HEK3TBDAXDSFC6IRAUPBUSA2PA56OBWWVRWTCAGPI2SNHGIYOI7K	15.781523	0
GDG3NY5FJR3FLQRMC4WJ7I5YND3V3EA3M7H7FSQBPCP6PYOYMNIKEIT4	0.225988	0
GDSKEDOKUIEVLUBPOKVXWGUQHIVR6FJOKZWV6EOU2TCFJ5RMUSISGAVV	9.648478	0
GDSU6ZHVFBYUSSZTIS6VOETN6RCGA6QVJRPRU2LAPKCMMUUD7MYZEF75	0	0
GBQQIKNTSCSEJT2ES4R7IORLPRP3WYLAQ4ILQJ33WGBDWS6MW3GICX75	16.041095	0
GAJK46D6YQC2JTH5MOWPJ6D25KWTGIWAX2GSLX4KNPRSICFCEFDZQDXH	4.060203	0
GCU2BZSE66DECYBCLQQ6QPK2OADWMBUN66C75J55PMXFWKP6ZYUB3PZJ	0	0
GAZPU5FWT5ZSRKWH6EQZCV7GXTSVXQG53BWCTS54FF54LAF2Q3QDRX5Q	0	0
GAWMSZQBWBLIZ34SDLZLJKL25RFC2W4G2YQY2LVB4637GJ5NJXC7V7I2	4.211481	0
GADOOSOTELEXRC7HRYXMCXX3RJ644E367GEMQGGXF6EL6IOOIPDEXOMZ	0	0
GAT7GSY2FK44TIBIBZYMJNPLF6MBQ7T2LUX6RBK3FGPIQWFVOYVZWFMG	17.344129	0
GDJZ2SW7BK5R7WCZNFTRPXJ7L2INU43Q5CETGDJKPLL7ZX54OLZHKIYC	0	0
GCOWU4BXRVMI7C6F2X7VOIAAGWXOM455JHHHPEWN6XCC6PABIICFE743	45.536234	0
GBRTY4IOZ7LG7WHLLEKFBKV6BZOMC5HBP6TDP4G2GJTCCPMMV3FQU642	6.29644	0
GBTHD6OPRJ45UW4R3LID4TIOQZGFSVSRS4IUV7CSUVBN7GE4CBDUHXZQ	1.811774	0
GCVP6AYCKFZCGPSGRGNBL3LZMA4P23OI6GEBXINYYCQ3RGCP3KDGMK7P	4.290256	0
GCNBRRESVYUXDTANP5GDAD67FC27Q2S4NBDKJNU4RTAM267WOBIJE4ZK	0.355374	0
GCQ52PTE5XZYHE2CEAS5BE5BMIDLODJ66LLHI4OA43LKVKWZHUJQPUU5	2639.118665	0
GCAXVWK3Z47HZWEY43UUR5FZ2EMIOCAVAGJTX4U72M3ZM5K52KBJ4ELM	10.272445	0
GAXIXJDQZYC6FOOFQRPLJLEHZLCIQ32PFMPI4QCSZKIJZVVI5NJWTK5D	0	0
GDR6FNAGB42NIQTWJAE5V6AOM2XIEUPWCH3FDQ3DHLFZMS2SDKA234J4	22.753419	0
GDNFVHBOI43DYFS44LSFER733BWTMQKQ7T7RNIGTRATLMBAFIP54TPH5	1.992906	0
GBOA4BUBYO4JDJSAZFAIUZX32NPTI4XQ43KAVI5452UICVQHCU6W6CTG	457.474436	0
GDU7EDKHMIDM7QWQOURN5JOJIXE2BUSHDXTU4EEMSTWS42P7XJ5ZTW6G	2.25576	0
GDIW7VOANNYVIJNYN34KJZZSYIWBYEQBZRFCV524SVAPN4VXIV3526QL	335.276982	0
GA7XVNU4J75LZ7WOAAIZDGYTUQAXDF2UI5FXY7WPRHT3FUSNAMMWXXTI	10.27776	0
GANWA24JLPDVMWM53OTFWJVFYT2E4AC3FIGXECLVQFW5UO6GGZXEF5DG	10.199699	0
GCALGZXQGUJWDGX3LOABB4JXHZF2XGCBC4SXVVB2LN3GYDYC3GD5GCBR	4.706816	0
GBOUOHEWZOZU2CU7W2IFXKVY6ZOCVAPY5QOX675MUXSJSDLM3YZOWVTH	3.976879	0
GCOGEFJV2ILWXKXV5E7FKRULOVEERGERLVEFV46RMBQR3KKF4JHNK634	18.275992	0
GB47EGBOKLP5DB6MYK5LJXSF6DUFG3BFMONZI4P5RMXZ335WIB4FCLMP	0.907335	0
GCWJMWJT2YY3GA53G7NA2YN6PR2EVO6PTKEVRAR25ET6FTALKOJZJJZU	0.944247	0
GC442LSFL2KMZYJGPBJB2LMJVLDZJCMT7PNL5LEDTFPPCG4LXQPMW544	5.208918	0
